"filename", "language", "C++", "Python", "Shell Script", "Markdown", "comment", "blank", "total"
"d:\OI\Code\Comp\24-02-19 LGR-174\D.cpp", "C++", 79, 0, 0, 0, 0, 30, 109
"d:\OI\Code\Comp\24-06-01 MXOI-pre\A_1.cpp", "C++", 95, 0, 0, 0, 5, 34, 134
"d:\OI\Code\Comp\24-06-01 MXOI-pre\A_2.cpp", "C++", 96, 0, 0, 0, 5, 35, 136
"d:\OI\Code\Comp\24-06-01 MXOI-pre\A_checker.cpp", "C++", 25, 0, 0, 0, 4, 13, 42
"d:\OI\Code\Comp\24-06-01 MXOI-pre\A_gen.cpp", "C++", 28, 0, 0, 0, 0, 12, 40
"d:\OI\Code\Comp\24-06-01 MXOI-pre\C_1.cpp", "C++", 146, 0, 0, 0, 6, 55, 207
"d:\OI\Code\Comp\24-06-01 MXOI-pre\C_2.cpp", "C++", 158, 0, 0, 0, 7, 59, 224
"d:\OI\Code\Comp\24-06-01 MXOI-pre\C_checker.cpp", "C++", 65, 0, 0, 0, 2, 27, 94
"d:\OI\Code\Comp\24-06-01 MXOI-pre\C_gen.cpp", "C++", 13, 0, 0, 0, 0, 6, 19
"d:\OI\Code\Comp\24-06-01 MXOI-pre\D_1.cpp", "C++", 72, 0, 0, 0, 1, 37, 110
"d:\OI\Code\Comp\24-06-01 MXOI-pre\D_2.cpp", "C++", 72, 0, 0, 0, 1, 37, 110
"d:\OI\Code\Comp\24-06-01 MXOI-pre\D_3.cpp", "C++", 76, 0, 0, 0, 1, 39, 116
"d:\OI\Code\Comp\24-06-01 MXOI-pre\D_checker.cpp", "C++", 27, 0, 0, 0, 2, 13, 42
"d:\OI\Code\Comp\24-06-01 MXOI-pre\D_gen.cpp", "C++", 17, 0, 0, 0, 0, 6, 23
"d:\OI\Code\Comp\24-06-01 MXOI-pre\test.cpp", "C++", 8, 0, 0, 0, 0, 4, 12
"d:\OI\Code\Comp\24-06-22 PJudege-J-6\A_1.cpp", "C++", 88, 0, 0, 0, 0, 18, 106
"d:\OI\Code\Comp\24-06-22 PJudege-J-6\A_gen.cpp", "C++", 4, 0, 0, 0, 0, 2, 6
"d:\OI\Code\Comp\24-06-22 PJudege-J-6\B.cpp", "C++", 39, 0, 0, 0, 2, 15, 56
"d:\OI\Code\Comp\24-06-22 PJudege-J-6\C.cpp", "C++", 20, 0, 0, 0, 2, 11, 33
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A.cpp", "C++", 51, 0, 0, 0, 2, 25, 78
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A_2.cpp", "C++", 39, 0, 0, 0, 1, 18, 58
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A_3.cpp", "C++", 36, 0, 0, 0, 0, 16, 52
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A_checker.cpp", "C++", 18, 0, 0, 0, 0, 13, 31
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A_gen.cpp", "C++", 13, 0, 0, 0, 0, 7, 20
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\A_pai.cpp", "C++", 13, 0, 0, 0, 0, 7, 20
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\B.cpp", "C++", 68, 0, 0, 0, 21, 27, 116
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\B_1.cpp", "C++", 54, 0, 0, 0, 0, 19, 73
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\B_2.cpp", "C++", 30, 0, 0, 0, 0, 11, 41
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\B_gen.cpp", "C++", 45, 0, 0, 0, 0, 15, 60
"d:\OI\Code\Comp\24-06-29 MX-Weekly-S\B_pai.cpp", "C++", 13, 0, 0, 0, 0, 5, 18
"d:\OI\Code\Comp\24-07-05 Beta\A.cpp", "C++", 10, 0, 0, 0, 0, 4, 14
"d:\OI\Code\Comp\24-07-05 Beta\C.cpp", "C++", 17, 0, 0, 0, 0, 10, 27
"d:\OI\Code\Comp\24-07-05 Beta\D.cpp", "C++", 27, 0, 0, 0, 4, 13, 44
"d:\OI\Code\Comp\24-07-05 Beta\E.cpp", "C++", 66, 0, 0, 0, 0, 28, 94
"d:\OI\Code\Comp\24-07-05 Beta\E_2.cpp", "C++", 30, 0, 0, 0, 0, 18, 48
"d:\OI\Code\Comp\24-07-05 Beta\E_3.cpp", "C++", 46, 0, 0, 0, 0, 23, 69
"d:\OI\Code\Comp\24-07-05 Beta\E_4.cpp", "C++", 90, 0, 0, 0, 3, 39, 132
"d:\OI\Code\Comp\24-07-05 Beta\E_gen.cpp", "C++", 11, 0, 0, 0, 0, 5, 16
"d:\OI\Code\Comp\24-07-10 MX-13-1\A.cpp", "C++", 35, 0, 0, 0, 0, 15, 50
"d:\OI\Code\Comp\24-07-10 MX-13-1\A_2.cpp", "C++", 9, 0, 0, 0, 2, 7, 18
"d:\OI\Code\Comp\24-07-10 MX-13-1\A_3.cpp", "C++", 59, 0, 0, 0, 0, 20, 79
"d:\OI\Code\Comp\24-07-10 MX-13-1\After\A.cpp", "C++", 44, 0, 0, 0, 0, 21, 65
"d:\OI\Code\Comp\24-07-10 MX-13-1\B_1.cpp", "C++", 16, 0, 0, 0, 0, 9, 25
"d:\OI\Code\Comp\24-07-10 MX-13-1\C.cpp", "C++", 36, 0, 0, 0, 0, 12, 48
"d:\OI\Code\Comp\24-07-11 CF957\A.cpp", "C++", 22, 0, 0, 0, 0, 11, 33
"d:\OI\Code\Comp\24-07-11 CF957\B.cpp", "C++", 18, 0, 0, 0, 0, 8, 26
"d:\OI\Code\Comp\24-07-11 CF957\C.cpp", "C++", 16, 0, 0, 0, 0, 11, 27
"d:\OI\Code\Comp\24-07-11 CF957\D.cpp", "C++", 44, 0, 0, 0, 0, 20, 64
"d:\OI\Code\Comp\24-07-11 CF957\E.cpp", "C++", 14, 0, 0, 0, 0, 7, 21
"d:\OI\Code\Comp\24-07-13 LGR193\A.cpp", "C++", 26, 0, 0, 0, 0, 15, 41
"d:\OI\Code\Comp\24-07-13 LGR193\B.cpp", "C++", 38, 0, 0, 0, 0, 17, 55
"d:\OI\Code\Comp\24-07-13 LGR193\C.cpp", "C++", 75, 0, 0, 0, 0, 25, 100
"d:\OI\Code\Comp\24-07-14 MX-13-2\A.cpp", "C++", 24, 0, 0, 0, 2, 11, 37
"d:\OI\Code\Comp\24-07-14 MX-13-2\A_1.cpp", "C++", 48, 0, 0, 0, 0, 17, 65
"d:\OI\Code\Comp\24-07-14 MX-13-2\A_gen.cpp", "C++", 14, 0, 0, 0, 0, 7, 21
"d:\OI\Code\Comp\24-07-14 MX-13-2\A_pai.cpp", "C++", 16, 0, 0, 0, 0, 7, 23
"d:\OI\Code\Comp\24-07-14 MX-13-2\After\B.cpp", "C++", 68, 0, 0, 0, 0, 32, 100
"d:\OI\Code\Comp\24-07-14 MX-13-2\After\B_0.cpp", "C++", 66, 0, 0, 0, 10, 34, 110
"d:\OI\Code\Comp\24-07-14 MX-13-2\After\D.cpp", "C++", 53, 0, 0, 0, 0, 24, 77
"d:\OI\Code\Comp\24-07-14 MX-13-2\B.cpp", "C++", 66, 0, 0, 0, 0, 30, 96
"d:\OI\Code\Comp\24-07-14 MX-13-2\B_1.cpp", "C++", 106, 0, 0, 0, 1, 47, 154
"d:\OI\Code\Comp\24-07-14 MX-13-2\C.cpp", "C++", 51, 0, 0, 0, 0, 25, 76
"d:\OI\Code\Comp\24-07-16 MX\A.cpp", "C++", 93, 0, 0, 0, 1, 27, 121
"d:\OI\Code\Comp\24-07-16 MX\After\A.cpp", "C++", 81, 0, 0, 0, 0, 17, 98
"d:\OI\Code\Comp\24-07-16 MX\After\A_std.cpp", "C++", 47, 0, 0, 0, 2, 2, 51
"d:\OI\Code\Comp\24-07-16 MX\After\B.cpp", "C++", 24, 0, 0, 0, 0, 14, 38
"d:\OI\Code\Comp\24-07-16 MX\B.cpp", "C++", 53, 0, 0, 0, 0, 21, 74
"d:\OI\Code\Comp\24-07-16 MX\B_1.cpp", "C++", 55, 0, 0, 0, 1, 23, 79
"d:\OI\Code\Comp\24-07-16 MX\B_gen.cpp", "C++", 21, 0, 0, 0, 16, 14, 51
"d:\OI\Code\Comp\24-07-16 MX\B_pai.cpp", "C++", 15, 0, 0, 0, 0, 7, 22
"d:\OI\Code\Comp\24-07-16 MX\C.cpp", "C++", 41, 0, 0, 0, 0, 14, 55
"d:\OI\Code\Comp\24-07-16 MX\D.cpp", "C++", 35, 0, 0, 0, 0, 15, 50
"d:\OI\Code\Comp\24-07-18 MX\A.cpp", "C++", 70, 0, 0, 0, 0, 27, 97
"d:\OI\Code\Comp\24-07-18 MX\A_1.cpp", "C++", 48, 0, 0, 0, 0, 21, 69
"d:\OI\Code\Comp\24-07-18 MX\A_2.cpp", "C++", 105, 0, 0, 0, 1, 38, 144
"d:\OI\Code\Comp\24-07-18 MX\A_test.cpp", "C++", 5, 0, 0, 0, 0, 3, 8
"d:\OI\Code\Comp\24-07-18 MX\After\C.cpp", "C++", 56, 0, 0, 0, 0, 22, 78
"d:\OI\Code\Comp\24-07-18 MX\C.cpp", "C++", 75, 0, 0, 0, 1, 29, 105
"d:\OI\Code\Comp\24-07-18 MX\D.cpp", "C++", 11, 0, 0, 0, 0, 8, 19
"d:\OI\Code\Comp\24-07-20 ABC363\A.cpp", "C++", 15, 0, 0, 0, 0, 7, 22
"d:\OI\Code\Comp\24-07-20 ABC363\B.cpp", "C++", 18, 0, 0, 0, 0, 10, 28
"d:\OI\Code\Comp\24-07-20 ABC363\C.cpp", "C++", 39, 0, 0, 0, 0, 20, 59
"d:\OI\Code\Comp\24-07-20 ABC363\D.cpp", "C++", 38, 0, 0, 0, 0, 17, 55
"d:\OI\Code\Comp\24-07-20 CF960\A.cpp", "C++", 24, 0, 0, 0, 0, 13, 37
"d:\OI\Code\Comp\24-07-20 CF960\B.cpp", "C++", 18, 0, 0, 0, 0, 10, 28
"d:\OI\Code\Comp\24-07-20 CF960\C.cpp", "C++", 43, 0, 0, 0, 0, 21, 64
"d:\OI\Code\Comp\24-07-20 CF960\D.cpp", "C++", 22, 0, 0, 0, 0, 12, 34
"d:\OI\Code\Comp\24-07-20 MX\A.cpp", "C++", 74, 0, 0, 0, 4, 37, 115
"d:\OI\Code\Comp\24-07-20 MX\B.cpp", "C++", 55, 0, 0, 0, 0, 24, 79
"d:\OI\Code\Comp\24-07-20 MX\B_1.cpp", "C++", 51, 0, 0, 0, 2, 23, 76
"d:\OI\Code\Comp\24-07-20 MX\C.cpp", "C++", 99, 0, 0, 0, 0, 38, 137
"d:\OI\Code\Comp\24-07-20 MX\D.cpp", "C++", 40, 0, 0, 0, 0, 14, 54
"d:\OI\Code\Comp\24-07-22 MX\A.cpp", "C++", 19, 0, 0, 0, 0, 11, 30
"d:\OI\Code\Comp\24-07-22 MX\A_1.cpp", "C++", 45, 0, 0, 0, 11, 26, 82
"d:\OI\Code\Comp\24-07-22 MX\A_table.cpp", "C++", 19, 0, 0, 0, 0, 11, 30
"d:\OI\Code\Comp\24-07-22 MX\After\A.cpp", "C++", 19, 0, 0, 0, 0, 12, 31
"d:\OI\Code\Comp\24-07-22 MX\After\B.cpp", "C++", 44, 0, 0, 0, 0, 18, 62
"d:\OI\Code\Comp\24-07-22 MX\B.cpp", "C++", 28, 0, 0, 0, 0, 12, 40
"d:\OI\Code\Comp\24-07-22 MX\C.cpp", "C++", 73, 0, 0, 0, 0, 34, 107
"d:\OI\Code\Comp\24-07-22 MX\C_test.cpp", "C++", 2808, 0, 0, 0, 0, 4, 2812
"d:\OI\Code\Comp\24-07-22 MX\D.cpp", "C++", 18, 0, 0, 0, 0, 10, 28
"d:\OI\Code\Comp\24-07-23 MX\A.cpp", "C++", 50, 0, 0, 0, 0, 20, 70
"d:\OI\Code\Comp\24-07-23 MX\B.cpp", "C++", 4, 0, 0, 0, 0, 3, 7
"d:\OI\Code\Comp\24-07-23 MX\C.cpp", "C++", 50, 0, 0, 0, 0, 18, 68
"d:\OI\Code\Comp\24-07-23 MX\F.cpp", "C++", 80, 0, 0, 0, 0, 33, 113
"d:\OI\Code\Comp\24-07-23 MX\F_1.cpp", "C++", 72, 0, 0, 0, 0, 29, 101
"d:\OI\Code\Comp\24-07-24 MX\A.cpp", "C++", 116, 0, 0, 0, 0, 42, 158
"d:\OI\Code\Comp\24-07-24 MX\A_1.cpp", "C++", 22, 0, 0, 0, 0, 10, 32
"d:\OI\Code\Comp\24-07-24 MX\B.cpp", "C++", 58, 0, 0, 0, 4, 28, 90
"d:\OI\Code\Comp\24-07-24 MX\C.cpp", "C++", 30, 0, 0, 0, 0, 11, 41
"d:\OI\Code\Comp\24-07-24 MX\D.cpp", "C++", 22, 0, 0, 0, 2, 14, 38
"d:\OI\Code\Comp\24-07-25 MX\A.cpp", "C++", 38, 0, 0, 0, 0, 18, 56
"d:\OI\Code\Comp\24-07-25 MX\C.cpp", "C++", 28, 0, 0, 0, 1, 13, 42
"d:\OI\Code\Comp\24-07-25 MX\D.cpp", "C++", 26, 0, 0, 0, 0, 12, 38
"d:\OI\Code\Comp\24-07-25 MX\E.cpp", "C++", 21, 0, 0, 0, 0, 12, 33
"d:\OI\Code\Comp\24-07-26 MX\A.cpp", "C++", 18, 0, 0, 0, 0, 11, 29
"d:\OI\Code\Comp\24-07-26 MX\B.cpp", "C++", 37, 0, 0, 0, 0, 15, 52
"d:\OI\Code\Comp\24-07-26 MX\C.cpp", "C++", 186, 0, 0, 0, 0, 63, 249
"d:\OI\Code\Comp\24-07-26 MX\C_1.cpp", "C++", 45, 0, 0, 0, 0, 22, 67
"d:\OI\Code\Comp\24-07-26 MX\D.cpp", "C++", 33, 0, 0, 0, 0, 11, 44
"d:\OI\Code\Comp\24-07-27 ABC364\A.cpp", "C++", 17, 0, 0, 0, 0, 6, 23
"d:\OI\Code\Comp\24-07-27 ABC364\B.cpp", "C++", 35, 0, 0, 0, 0, 13, 48
"d:\OI\Code\Comp\24-07-27 ABC364\C.cpp", "C++", 40, 0, 0, 0, 0, 18, 58
"d:\OI\Code\Comp\24-07-27 ABC364\D.cpp", "C++", 52, 0, 0, 0, 0, 24, 76
"d:\OI\Code\Comp\24-07-27 ABC364\E.cpp", "C++", 29, 0, 0, 0, 0, 12, 41
"d:\OI\Code\Comp\24-07-27 MX\A.cpp", "C++", 28, 0, 0, 0, 0, 14, 42
"d:\OI\Code\Comp\24-07-27 MX\B.cpp", "C++", 33, 0, 0, 0, 0, 15, 48
"d:\OI\Code\Comp\24-07-27 MX\B_1.cpp", "C++", 38, 0, 0, 0, 0, 15, 53
"d:\OI\Code\Comp\24-07-27 MX\C.cpp", "C++", 61, 0, 0, 0, 0, 19, 80
"d:\OI\Code\Comp\24-07-27 MX\C_1.cpp", "C++", 51, 0, 0, 0, 0, 15, 66
"d:\OI\Code\Comp\24-07-28 MX-13-3\A.cpp", "C++", 48, 0, 0, 0, 9, 24, 81
"d:\OI\Code\Comp\24-07-28 MX-13-3\B.cpp", "C++", 4, 0, 0, 0, 0, 5, 9
"d:\OI\Code\Comp\24-07-29 MX\A.cpp", "C++", 67, 0, 0, 0, 0, 26, 93
"d:\OI\Code\Comp\24-07-29 MX\B.cpp", "C++", 19, 0, 0, 0, 0, 10, 29
"d:\OI\Code\Comp\24-07-29 MX\D.cpp", "C++", 104, 0, 0, 0, 4, 38, 146
"d:\OI\Code\Comp\24-07-30 MX\A.cpp", "C++", 47, 0, 0, 0, 0, 17, 64
"d:\OI\Code\Comp\24-07-30 MX\B.cpp", "C++", 41, 0, 0, 0, 0, 16, 57
"d:\OI\Code\Comp\24-07-30 MX\F.cpp", "C++", 41, 0, 0, 0, 0, 17, 58
"d:\OI\Code\Comp\24-07-30 MX\test.cpp", "C++", 10, 0, 0, 0, 0, 4, 14
"d:\OI\Code\Comp\24-07-31 MX\A.cpp", "C++", 25, 0, 0, 0, 0, 11, 36
"d:\OI\Code\Comp\24-07-31 MX\A_1.cpp", "C++", 52, 0, 0, 0, 0, 16, 68
"d:\OI\Code\Comp\24-07-31 MX\A_2.cpp", "C++", 23, 0, 0, 0, 0, 9, 32
"d:\OI\Code\Comp\24-07-31 MX\A_3.cpp", "C++", 45, 0, 0, 0, 7, 16, 68
"d:\OI\Code\Comp\24-07-31 MX\After\A.cpp", "C++", 35, 0, 0, 0, 4, 17, 56
"d:\OI\Code\Comp\24-07-31 MX\After\B.cpp", "C++", 8, 0, 0, 0, 0, 6, 14
"d:\OI\Code\Comp\24-07-31 MX\After\test.cpp", "C++", 10, 0, 0, 0, 0, 5, 15
"d:\OI\Code\Comp\24-07-31 MX\B.cpp", "C++", 47, 0, 0, 0, 0, 17, 64
"d:\OI\Code\Comp\24-07-31 MX\C.cpp", "C++", 34, 0, 0, 0, 0, 13, 47
"d:\OI\Code\Comp\24-07-31 MX\D.cpp", "C++", 26, 0, 0, 0, 0, 11, 37
"d:\OI\Code\Comp\24-08-01 MX\A.cpp", "C++", 78, 0, 0, 0, 0, 29, 107
"d:\OI\Code\Comp\24-08-01 MX\After\B.cpp", "C++", 38, 0, 0, 0, 0, 16, 54
"d:\OI\Code\Comp\24-08-01 MX\After\C.cpp", "C++", 72, 0, 0, 0, 1, 25, 98
"d:\OI\Code\Comp\24-08-01 MX\B.cpp", "C++", 5, 0, 0, 0, 0, 3, 8
"d:\OI\Code\Comp\24-08-01 MX\G.cpp", "C++", 79, 0, 0, 0, 0, 25, 104
"d:\OI\Code\Comp\24-08-01 MX\G_xhr.cpp", "C++", 113, 0, 0, 0, 6, 0, 119
"d:\OI\Code\Comp\24-08-02 MX\A.cpp", "C++", 96, 0, 0, 0, 9, 42, 147
"d:\OI\Code\Comp\24-08-02 MX\B.cpp", "C++", 67, 0, 0, 0, 5, 25, 97
"d:\OI\Code\Comp\24-08-03 ABC365\A.cpp", "C++", 14, 0, 0, 0, 0, 4, 18
"d:\OI\Code\Comp\24-08-03 ABC365\B.cpp", "C++", 17, 0, 0, 0, 0, 9, 26
"d:\OI\Code\Comp\24-08-03 ABC365\C.cpp", "C++", 26, 0, 0, 0, 0, 12, 38
"d:\OI\Code\Comp\24-08-03 ABC365\D.cpp", "C++", 30, 0, 0, 0, 0, 8, 38
"d:\OI\Code\Comp\24-08-03 ABC365\D_1.cpp", "C++", 8, 0, 0, 0, 0, 6, 14
"d:\OI\Code\Comp\24-08-03 ABC365\E.cpp", "C++", 50, 0, 0, 0, 0, 17, 67
"d:\OI\Code\Comp\24-08-03 MX\A.cpp", "C++", 36, 0, 0, 0, 0, 13, 49
"d:\OI\Code\Comp\24-08-03 MX\B.cpp", "C++", 34, 0, 0, 0, 0, 13, 47
"d:\OI\Code\Comp\24-08-03 MX\B_1.cpp", "C++", 28, 0, 0, 0, 0, 8, 36
"d:\OI\Code\Comp\24-08-03 MX\D.cpp", "C++", 23, 0, 0, 0, 0, 8, 31
"d:\OI\Code\Comp\24-08-04 MX-J-2\A.cpp", "C++", 21, 0, 0, 0, 0, 9, 30
"d:\OI\Code\Comp\24-08-04 MX-J-2\B.cpp", "C++", 13, 0, 0, 0, 0, 7, 20
"d:\OI\Code\Comp\24-08-04 MX-J-2\C.cpp", "C++", 25, 0, 0, 0, 0, 10, 35
"d:\OI\Code\Comp\24-08-04 MX-J-2\D.cpp", "C++", 77, 0, 0, 0, 0, 23, 100
"d:\OI\Code\Comp\24-08-05 MX\A.cpp", "C++", 50, 0, 0, 0, 0, 20, 70
"d:\OI\Code\Comp\24-08-05 MX\A_xhr.cpp", "C++", 63, 0, 0, 0, 7, 5, 75
"d:\OI\Code\Comp\24-08-05 MX\B.cpp", "C++", 108, 0, 0, 0, 1, 36, 145
"d:\OI\Code\Comp\24-08-05 MX\D.cpp", "C++", 17, 0, 0, 0, 0, 8, 25
"d:\OI\Code\Comp\24-08-06 MX\A.cpp", "C++", 24, 0, 0, 0, 0, 13, 37
"d:\OI\Code\Comp\24-08-06 MX\B.cpp", "C++", 26, 0, 0, 0, 0, 15, 41
"d:\OI\Code\Comp\24-08-06 MX\B_1.cpp", "C++", 31, 0, 0, 0, 0, 13, 44
"d:\OI\Code\Comp\24-08-06 MX\C.cpp", "C++", 17, 0, 0, 0, 0, 10, 27
"d:\OI\Code\Comp\24-08-06 MX\C_1.cpp", "C++", 39, 0, 0, 0, 0, 16, 55
"d:\OI\Code\Comp\24-08-07 MX\A.cpp", "C++", 31, 0, 0, 0, 0, 14, 45
"d:\OI\Code\Comp\24-08-07 MX\After\C.cpp", "C++", 74, 0, 0, 0, 0, 27, 101
"d:\OI\Code\Comp\24-08-07 MX\B.cpp", "C++", 76, 0, 0, 0, 0, 27, 103
"d:\OI\Code\Comp\24-08-07 MX\C.cpp", "C++", 37, 0, 0, 0, 0, 17, 54
"d:\OI\Code\Comp\24-08-08 MX\A.cpp", "C++", 51, 0, 0, 0, 0, 23, 74
"d:\OI\Code\Comp\24-08-08 MX\B.cpp", "C++", 38, 0, 0, 0, 0, 15, 53
"d:\OI\Code\Comp\24-08-09 MX\A.cpp", "C++", 33, 0, 0, 0, 0, 13, 46
"d:\OI\Code\Comp\24-08-09 MX\A_1.cpp", "C++", 31, 0, 0, 0, 0, 12, 43
"d:\OI\Code\Comp\24-08-09 MX\B.cpp", "C++", 79, 0, 0, 0, 2, 21, 102
"d:\OI\Code\Comp\24-08-10 ABC\A.cpp", "C++", 9, 0, 0, 0, 0, 5, 14
"d:\OI\Code\Comp\24-08-10 ABC\B.cpp", "C++", 32, 0, 0, 0, 0, 11, 43
"d:\OI\Code\Comp\24-08-10 CF1998\A.cpp", "C++", 20, 0, 0, 0, 0, 11, 31
"d:\OI\Code\Comp\24-08-10 MX-X2\A.cpp", "C++", 39, 0, 0, 0, 0, 16, 55
"d:\OI\Code\Comp\24-08-10 MX-X2\A_1.cpp", "C++", 6, 0, 0, 0, 0, 3, 9
"d:\OI\Code\Comp\24-08-10 MX-X2\B.cpp", "C++", 20, 0, 0, 0, 0, 10, 30
"d:\OI\Code\Comp\24-08-10 MX-X2\B_1.cpp", "C++", 35, 0, 0, 0, 0, 16, 51
"d:\OI\Code\Comp\24-08-10 MX-X2\C.cpp", "C++", 25, 0, 0, 0, 0, 11, 36
"d:\OI\Code\Comp\24-08-10 MX-X2\C_1.cpp", "C++", 12, 0, 0, 0, 0, 8, 20
"d:\OI\Code\Comp\24-08-10 MX-X2\D.cpp", "C++", 35, 0, 0, 0, 0, 12, 47
"d:\OI\Code\Comp\24-08-10 MX-X2\E.cpp", "C++", 36, 0, 0, 0, 0, 16, 52
"d:\OI\Code\Comp\24-08-12 MX\A.cpp", "C++", 26, 0, 0, 0, 0, 8, 34
"d:\OI\Code\Comp\24-08-12 MX\A_1.cpp", "C++", 70, 0, 0, 0, 0, 27, 97
"d:\OI\Code\Comp\24-08-12 MX\B.cpp", "C++", 0, 0, 0, 0, 0, 1, 1
"d:\OI\Code\Comp\24-08-12 MX\B\sol.cpp", "C++", 0, 0, 0, 0, 0, 1, 1
"d:\OI\Code\Comp\24-08-12 MX\C.cpp", "C++", 26, 0, 0, 0, 0, 8, 34
"d:\OI\Code\Comp\24-08-12 test\A.cpp", "C++", 26, 0, 0, 0, 0, 8, 34
"d:\OI\Code\Comp\24-08-12 test\finihs.cpp", "C++", 26, 0, 0, 0, 0, 8, 34
"d:\OI\Code\Comp\24-08-13 ABC300-vp\A.cpp", "C++", 35, 0, 0, 0, 0, 11, 46
"d:\OI\Code\Comp\24-08-13 ABC300-vp\B.cpp", "C++", 52, 0, 0, 0, 0, 17, 69
"d:\OI\Code\Comp\24-08-13 ABC300-vp\C.cpp", "C++", 53, 0, 0, 0, 0, 18, 71
"d:\OI\Code\Comp\24-08-13 ABC300-vp\D.cpp", "C++", 60, 0, 0, 0, 0, 20, 80
"d:\OI\Code\Comp\24-08-13 ABC300-vp\E.cpp", "C++", 51, 0, 0, 0, 0, 20, 71
"d:\OI\Code\Comp\24-08-13 ABC300-vp\F.cpp", "C++", 49, 0, 0, 0, 0, 20, 69
"d:\OI\Code\Comp\24-08-13 ABC300-vp\G.cpp", "C++", 43, 0, 0, 0, 0, 16, 59
"d:\OI\Code\Comp\24-08-13 CF996\A.cpp", "C++", 47, 0, 0, 0, 0, 15, 62
"d:\OI\Code\Comp\24-08-13 CF996\B.cpp", "C++", 49, 0, 0, 0, 0, 18, 67
"d:\OI\Code\Comp\24-08-13 CF996\C.cpp", "C++", 60, 0, 0, 0, 0, 21, 81
"d:\OI\Code\Comp\24-08-13 CF996\D.cpp", "C++", 52, 0, 0, 0, 0, 19, 71
"d:\OI\Code\Comp\24-08-13 CF996\E.cpp", "C++", 51, 0, 0, 0, 16, 17, 84
"d:\OI\Code\Comp\24-08-13 CF996\E_1.cpp", "C++", 75, 0, 0, 0, 0, 24, 99
"d:\OI\Code\Comp\24-08-13 CF996\F.cpp", "C++", 39, 0, 0, 0, 0, 15, 54
"d:\OI\Code\Comp\24-08-17 MX-S3\A.cpp", "C++", 100, 0, 0, 0, 3, 38, 141
"d:\OI\Code\Comp\24-08-17 MX-S3\A_1.cpp", "C++", 97, 0, 0, 0, 0, 38, 135
"d:\OI\Code\Comp\24-08-17 MX-S3\B.cpp", "C++", 106, 0, 0, 0, 0, 33, 139
"d:\OI\Code\Comp\24-08-17 MX-S3\B_1.cpp", "C++", 38, 0, 0, 0, 0, 13, 51
"d:\OI\Code\Comp\24-08-17 MX-S3\B_2.cpp", "C++", 31, 0, 0, 0, 0, 9, 40
"d:\OI\Code\Comp\24-08-17 MX-S3\luogu.cpp", "C++", 53, 0, 0, 0, 2, 14, 69
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\A.cpp", "C++", 67, 0, 0, 0, 3, 27, 97
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\A_gen.cpp", "C++", 43, 0, 0, 0, 1, 14, 58
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\A_pai.cpp", "C++", 42, 0, 0, 0, 1, 14, 57
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\A_task0.cpp", "C++", 55, 0, 0, 0, 1, 20, 76
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\B.cpp", "C++", 105, 0, 0, 0, 1, 34, 140
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\C.cpp", "C++", 138, 0, 0, 0, 1, 47, 186
"d:\OI\Code\Comp\24-08-18 MX-NOIP-6\D.cpp", "C++", 69, 0, 0, 0, 1, 20, 90
"d:\OI\Code\Comp\24-08-22 ABC362-vp\A.cpp", "C++", 40, 0, 0, 0, 1, 12, 53
"d:\OI\Code\Comp\24-08-22 ABC362-vp\ABC363D.cpp", "C++", 39, 0, 0, 0, 1, 12, 52
"d:\OI\Code\Comp\24-08-22 ABC362-vp\B.cpp", "C++", 42, 0, 0, 0, 1, 13, 56
"d:\OI\Code\Comp\24-08-22 ABC362-vp\C.cpp", "C++", 51, 0, 0, 0, 1, 17, 69
"d:\OI\Code\Comp\24-08-22 ABC362-vp\D.cpp", "C++", 84, 0, 0, 0, 1, 26, 111
"d:\OI\Code\Comp\24-08-22 ABC362-vp\E.cpp", "C++", 70, 0, 0, 0, 1, 21, 92
"d:\OI\Code\Comp\24-08-22 ABC362-vp\F.cpp", "C++", 103, 0, 0, 0, 1, 29, 133
"d:\OI\Code\Comp\24-08-24 ABC361-vp\A.cpp", "C++", 44, 0, 0, 0, 1, 14, 59
"d:\OI\Code\Comp\24-08-24 ABC361-vp\B.cpp", "C++", 97, 0, 0, 0, 1, 26, 124
"d:\OI\Code\Comp\24-08-24 ABC361-vp\C.cpp", "C++", 52, 0, 0, 0, 1, 21, 74
"d:\OI\Code\Comp\24-08-24 ABC361-vp\D.cpp", "C++", 68, 0, 0, 0, 1, 23, 92
